subject,n_neurons,n_sessions,n_shuffles,dot,null_mean,null_p97_5,p_perm,significant,z,add_angle,add_null_mean,add_p_perm,add_log2_mag_ratio
ZFM-02600,622,8,500,0.830358228652067,0.5389544879197605,0.9451889367098744,0.182,False,1.0358561290872101,0.029266165078290385,0.49574830557636174,0.98,-0.4926022714457977
ZFM-02601,102,1,500,0.5213292190051702,0.4031998205931149,0.9084819875809232,0.346,False,0.4522858800815559,0.19415118418809568,0.5926889606734541,0.924,-1.823917755805584
ZFM-03330,90,2,500,0.629940311709251,0.4965721052357182,0.8912220297406095,0.306,False,0.6179103295240369,0.7804587086500232,0.49778573279221805,0.112,1.3069610480845533
ZFM-04080,116,3,500,0.3091144754569273,0.45200635301144576,0.8563637644387107,0.708,False,-0.6465426208792687,0.17155333191194952,0.47804068048733706,0.888,0.6385398133722295
ZFM-04083,257,5,500,0.4227670589742717,0.46711094079210547,0.9078965729410543,0.556,False,-0.1744958669774578,0.07137684461593752,0.5109660296867777,0.976,1.618558716951528
ZFM-04122,74,2,500,0.9426937097975933,0.48261214044349493,0.9235723129384266,0.008,True,1.7080049653339469,0.3321121439572401,0.48309023375999194,0.646,-0.9724245216878715
ZFM-04811,565,7,500,0.16631915999623345,0.48331813686375574,0.9031681653556717,0.814,False,-1.1927901074022185,0.3448406612444319,0.5111834135370042,0.688,-0.28646588464193373
ZFM-05170,273,5,500,0.9071153661965843,0.35750346028032365,0.8812361746905925,0.02,True,2.1237397987623337,0.9597974398931387,0.3632743381441785,0.0,-0.06992602992944946
