measure,condition,time,value,baseline_subtracted,eid,expression,n_events,subject
pupil,stim,2.0499999999999994,167.964359526839,12.213628121373603,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,2.1499999999999995,172.34464206542614,16.593910659960756,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,2.249999999999999,175.40534331616635,19.654611910700964,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,2.349999999999999,176.25061346137844,20.499882055913048,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,2.4499999999999993,176.50552271502644,20.754791309561057,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,2.549999999999999,176.88336901595514,21.132637610489752,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,2.649999999999999,176.9407609294375,21.1900295239721,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,2.749999999999999,175.5958044660969,19.845073060631506,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,2.849999999999999,173.97106117328602,18.22032976782063,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,2.9499999999999993,173.73812520435797,17.987393798892583,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.049999999999999,173.38462528821285,17.633893882747458,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.149999999999999,172.28663752614037,16.53590612067498,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.249999999999999,170.95153022838213,15.200798822916738,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.3499999999999988,168.70615468596066,12.955423280495268,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.449999999999999,167.29309488595163,11.542363480486244,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.549999999999999,166.00632594845325,10.255594542987865,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.649999999999999,165.1372531873404,9.386521781875018,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.749999999999999,165.15437299334698,9.403641587881594,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.8499999999999988,163.4604800042981,7.709748598832704,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,stim,3.949999999999999,164.5806579147844,8.829926509319023,5244890d-9353-4cfe-a18e-23481883e3a4,1,101,ZFM-03330
pupil,no_stim,-0.45,170.06660682464442,5.096593125502324,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,-0.35000000000000003,166.992061168266,2.0220474691238906,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,-0.25000000000000006,164.41040233540065,-0.5596113637414533,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,-0.15000000000000008,162.92855941504973,-2.0414542840923673,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,-0.050000000000000086,160.4524387523497,-4.517574946792394,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.04999999999999989,156.7333398880858,-8.236673811056306,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.14999999999999986,152.968084679812,-12.001929019330106,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.24999999999999983,149.46440740616657,-15.505606292975529,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.3499999999999998,145.72439169153236,-19.24562200760974,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.4499999999999998,143.92983226059607,-21.04018143854603,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.5499999999999998,141.95166840092725,-23.018345298214854,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.6499999999999998,141.50056000333058,-23.469453695811524,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.7499999999999998,142.71129939541157,-22.258714303730528,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.8499999999999998,143.5073411024188,-21.46267259672331,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,0.9499999999999997,143.4281559506848,-21.54185774845729,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.0499999999999996,142.24438971614302,-22.725623982999082,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.1499999999999997,142.84199323112844,-22.12802046801366,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.2499999999999998,145.0249263760816,-19.945087323060505,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.3499999999999996,146.8316214713192,-18.13839222782289,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.4499999999999995,148.2413067478147,-16.72870695132741,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.5499999999999996,149.0581030534081,-15.911910645733997,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.6499999999999997,149.93714829819152,-15.032865400950584,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.7499999999999996,152.00413087401435,-12.96588282512775,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.8499999999999994,154.51015801514168,-10.459855684000416,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,1.9499999999999995,156.24326831092273,-8.72674538821937,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.0499999999999994,157.40418698208367,-7.565826717058428,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.1499999999999995,160.99936928182274,-3.970644417319363,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.249999999999999,162.07690246054096,-2.8931112386011364,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.349999999999999,162.3409096822068,-2.629104016935287,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.4499999999999993,161.42108537764642,-3.54892832149568,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.549999999999999,162.16749081461907,-2.802522884523029,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.649999999999999,161.57477557740185,-3.395238121740249,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.749999999999999,161.32922171751665,-3.640791981625455,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.849999999999999,161.97054853741713,-2.99946516172497,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,2.9499999999999993,162.38522015419682,-2.584793544945285,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.049999999999999,163.1682035032104,-1.8018101959316937,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.149999999999999,163.7743012970184,-1.1957124021236893,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.249999999999999,164.39909101948928,-0.5709226796528242,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.3499999999999988,164.95035364055036,-0.01966005859173947,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.449999999999999,164.29781690596718,-0.6721967931749191,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.549999999999999,162.6307846008894,-2.3392290982527015,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.649999999999999,161.61697102592532,-3.353042673216777,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.749999999999999,160.8269260691056,-4.14308763003649,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.8499999999999988,159.55718584888277,-5.412827850259333,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,no_stim,3.949999999999999,157.08248228668182,-7.887531412460277,5244890d-9353-4cfe-a18e-23481883e3a4,1,123,ZFM-03330
pupil,stim,-0.45,232.81018719408652,9.948716784195994,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,-0.35000000000000003,226.64560970693265,3.784139297042117,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,-0.25000000000000006,221.93362262121175,-0.9278477886787755,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,-0.15000000000000008,218.12871866080985,-4.732751749080677,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,-0.050000000000000086,214.78921386641207,-8.07225654347846,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,0.04999999999999989,210.62510328987827,-12.236367120012261,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,0.14999999999999986,205.30523904028996,-17.556231369600567,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,0.24999999999999983,199.06034880638387,-23.801121603506658,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,0.3499999999999998,195.3413930706821,-27.520077339208427,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,0.4499999999999998,194.3582725483536,-28.503197861536933,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,0.5499999999999998,194.94730056317582,-27.914169846714714,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
