subject,date,eid,probe,pid,allen_acronym,region,neuron_id,mod_index,modulated,p_value,firing_rate,latency_peak,latency_peak_onset,latenzy
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,102,-0.0484,False,0.7814672117901598,4.102170520136469,0.5489443051674243,0.1332306495651209,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,103,-0.1052,False,0.3727914598192678,5.459352573138648,0.7495861991565107,0.0909643632135157,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,104,0.0476,False,0.2694664549008589,4.538007464510036,0.8201807097948404,0.057015528107513,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,105,-0.1159999999999999,False,0.2638331170118063,3.104264508683024,0.9728118246816848,0.02389770428681,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,106,-0.0331999999999998,False,0.8075713305505589,5.492217741180528,0.0474261928479791,0.0358233840775028,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,115,0.1479999999999999,False,0.6170419114006496,11.794487181029664,0.949398712518814,0.1558095847017284,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,118,0.0148000000000001,False,0.052901849581241,11.420272426734623,0.0008599451875852,0.0006562290682268,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,120,-0.0392,False,0.4965402444236041,2.1911356920648823,0.4423278682870659,0.2437884676205612,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,122,-0.0824,False,0.1924710156135964,8.966962325972016,0.5224252773409717,0.0235157031493145,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,125,-0.1339999999999999,False,0.2391299204035896,5.274112535084416,0.4945548182245147,0.0239545378162802,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,138,0.1183999999999998,False,0.2836268776088888,16.37245570213608,0.2677399652566237,0.2108123862981301,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,145,0.0071999999999998,False,0.2223683176550911,8.230857255397638,0.1202333824280685,0.0022952322119635,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,163,-0.0091999999999998,False,0.7830926040150169,5.360383601194351,0.4571111384584583,0.4566715979017317,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,171,0.0631999999999999,False,0.0704889727807263,0.7525376545953192,0.0713459816392969,0.0461566245635367,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,172,-0.0679999999999999,False,0.4955619587697092,5.246475916503744,0.1645376753244818,0.0840785325913202,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,177,-0.1504000000000001,False,0.0966142021685418,7.264696008530098,0.7337121964446851,0.1646378937712143,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,CA3,CA3,186,-0.0507999999999999,False,0.9213490954445686,1.375855443935065,0.9671546048948584,0.2633775857898399,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,CA3,CA3,190,-0.0767999999999999,False,0.9669091153497512,13.981514727089312,0.443363297052656,0.2368989993292416,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,DG-po,DG,194,-0.1791999999999999,False,0.541173750646542,1.9793794388859511,0.1081529491666515,0.0151458202885805,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,DG-po,DG,199,-0.0443999999999999,False,0.283039612035497,5.037333938055417,0.2229112835088926,0.2182602320640398,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,DG-sg,DG,215,0.0524,False,0.1793570204610126,1.4094675476142604,0.1092612114525763,0.1007624086892065,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,DG-mo,DG,219,0.1800000000000001,False,0.3913760482711589,3.416857072899541,0.3846011433761305,0.3311282690046937,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,DG-mo,DG,220,0.0403999999999999,False,0.2105415926984565,7.996319465280585,0.7812855679230779,0.1108903669119172,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,CA1,CA1,239,0.1008,False,0.940915459488446,2.935830522468389,0.2837047099114897,0.2812870354114238,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,CA1,CA1,247,0.0968,False,0.6511814323978284,3.5516789554349804,0.7549978068495875,0.6929863635577931,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,CA1,CA1,251,-0.02,False,0.0751395110397561,3.284275997276048,,,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,CA1,CA1,261,-0.0992,False,0.9985333288082606,5.6281600271719405,0.4734923847577192,0.1704550540821401,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,CA1,CA1,263,0.0163999999999999,False,0.9619425547121776,3.082229907382218,0.1464313165638486,0.1453886132808293,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,CA1,CA1,265,-0.0399999999999999,False,0.429683328483105,17.48053472009355,0.4726119446891061,0.148791597473064,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,VISa5,VISa,288,0.1187999999999998,False,0.9908593548500496,8.055700848447163,0.7700723523130364,0.0868292008553908,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,VISa5,VISa,290,-0.0043999999999999,False,0.2464704547487561,8.974431682345172,0.7022360540936461,0.2705537987280877,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,PO,PO,320,-0.0280000000000001,False,0.3419205784829359,6.233177893397458,0.7622991745997751,0.0145511262826403,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,345,-0.0792,False,0.3686181712529384,2.2396865084903865,0.8819160606935839,0.6302762450400223,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,347,-0.1835999999999999,False,0.8012856847545016,5.720780046199057,0.1083535663360635,0.1067484151017197,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,348,-0.0272,False,0.5180424956283369,1.739239631489033,0.847587910702714,0.0705541186939626,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,LP,LP,351,-0.1019999999999999,False,0.7409480878577412,10.465688682245474,0.4484762283123018,0.272667969829854,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,DG-po,DG,360,0.0451999999999999,False,0.6218060418001747,5.60351115114053,0.9437229177460722,0.0016677826224622,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,DG-po,DG,362,0.0256,False,0.4158244430921674,5.017913611485215,0.7602924540419735,0.0313297007519395,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,CA1,CA1,375,0.092,False,0.9358184080192258,2.512318016110527,0.8329944517572585,0.1885882240235332,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,ccs,root,387,-0.0575999999999999,False,0.3123761603203607,0.2789804605373218,0.6497365266736779,0.0289159353446848,
ZFM-03332,2022-02-17,91987e95-33ef-4af8-a2a9-377d26a97a52,probe00,1ab522ae-be8e-49d6-bec3-a2429c2692e0,ccs,root,410,0.0,False,0.862935485783746,0.2995211905634967,,,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,mtg,root,1,-0.1851999999999999,True,0.041710158715563,8.282973814320231,0.0689470843353774,0.0200035745920104,0.24393061884347844
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MB,root,3,-0.0935999999999999,False,0.9464315910205926,19.331536410298508,0.4192093568117343,0.0464105466239743,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MB,root,22,-0.1315999999999999,False,0.8450489107035939,5.49613708003319,0.0480916508304289,0.0469416049440951,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MB,root,24,-0.1028,True,0.0318970119505692,8.640461298025592,0.5078721287659391,0.0011917863057533,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MB,root,25,-0.0259999999999999,False,0.3077660898346575,16.299789064129904,0.0845236835434661,0.0514781887391109,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,42,0.0196,False,0.163705442924729,1.0843911262762176,0.5905361545565029,0.5063194671893143,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,44,-0.0968000000000001,False,0.3450731913057517,2.326837198424252,0.0863236783461616,0.0846378818387165,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,46,-0.0147999999999999,False,0.0738034757682148,11.009048859510324,0.9491181928551669,0.5327399470661476,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,50,0.1215999999999999,False,0.6500721086047945,6.224531806999065,0.61394099325571,0.0202171783803351,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,51,0.04,False,0.1885658728882745,1.885848988597932,,,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,52,-0.0651999999999999,False,0.162627057059285,15.931118447461914,0.3618740319307107,0.0367301515202598,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,54,-0.13,False,0.2824766270882214,16.74674161153629,0.2673152484962884,0.0657071536165858,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,61,-0.162,False,0.2936790879584979,4.539979211728447,0.0675264369519936,0.0588749039343383,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,64,0.1340000000000001,False,0.9289571853919312,22.61564979032377,0.3096349227157589,0.3082302906313998,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,65,0.012,False,0.9989388796131514,7.81663716977862,0.2318741498220333,0.0223645898240647,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,80,-0.176,False,0.3666511761177727,86.72295949859208,0.6069773547237673,0.1753616068385781,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,83,-0.1355999999999999,False,0.4423382926136077,2.297761052721418,0.3477023256918983,0.3466895932319858,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,87,-0.0771999999999999,False,0.884067392080677,39.58568129001387,0.9525204016458702,0.0142517375702482,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,93,0.0619999999999998,False,0.6069346747858163,58.59477069988993,0.8935125730395157,0.0614158434163982,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,94,0.0024000000000001,False,0.8559382695712985,52.9390875895899,0.8382207312429273,0.087677094042192,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,101,-0.0115999999999999,False,0.1265253462584054,39.61214803802543,0.7186345875488769,0.0249187216882091,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,INC,PAG,107,-0.0348,False,0.278040037393183,62.819758333171,0.2940627451962427,0.0007243222562465,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,INC,PAG,119,0.1388,False,0.4094057189958846,39.06417452285663,0.9028688526100268,0.0263817420254781,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,INC,PAG,128,0.064,False,0.6079712002743747,15.094247330758542,0.6932855425106936,0.6906255267081178,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,INC,PAG,130,-0.0268,False,0.0775919740170656,11.983472511654028,0.3644899399619135,0.0584863540339029,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,INC,PAG,131,-0.0647999999999998,False,0.7679976401814953,7.561288967131934,0.133907766251923,0.0704792706392254,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,INC,PAG,134,-0.258,False,0.8999420150523673,2.836415290421361,0.1820567352601756,0.0243401927118611,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,141,0.02,False,1.0,6.628988449147465,,,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,147,0.0544,False,0.7749452145354596,12.89266122151573,0.7847405017105302,0.08020817587294,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,148,-0.0403999999999999,False,0.7238476138802752,17.333856092074292,0.313813905632287,0.0834414999008004,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,151,0.0156,False,0.5300176611333374,8.437301049204505,0.96278781430874,0.1752412357091088,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,165,-0.0504,False,0.1385694669056936,22.31482351362905,0.3849276679907234,0.0534229942995807,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,PAG,PAG,183,-0.2367999999999999,False,0.4263240494373567,27.79977746069962,0.7687229025450506,0.0808737766897138,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,PAG,PAG,186,0.0487999999999999,False,0.6586760969126257,3.1279222896472123,0.5257132935389563,0.484047087986255,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,PAG,PAG,193,-0.0075999999999999,False,0.1720218559466534,5.6478549172261845,0.4041736519220649,0.1191906473113704,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,PAG,PAG,211,-0.1116,False,0.2773630675985974,44.03321326925126,0.8104357861684548,0.0031572518141729,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,PAG,PAG,213,0.02,False,0.1474980749492601,0.3239380848174744,0.2745116480191427,0.1580456847977984,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCdw,SCm,216,-0.1879999999999999,False,0.612869659690197,3.156252893152538,0.5016550351028854,0.0695379254379986,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCdw,SCm,224,0.0,False,1.0,0.7220576182870516,,,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCdg,SCm,232,-0.0956000000000001,False,0.9603946412702014,1.9879882696566065,0.2623683923479802,0.2578258877961161,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCdg,SCm,239,-0.0571999999999999,False,0.9074230475633088,8.300494055961682,0.3155949715760471,0.1786849463805992,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCdg,SCm,244,0.0091999999999998,False,0.5789852768554866,55.33861515227124,0.1206113228990943,0.0059735791196544,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCdg,SCm,245,-0.088,False,0.2318326199510937,22.012133381440577,0.7267000120750708,0.0702570580706378,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCdg,SCm,251,0.0223999999999999,False,0.9201128280604484,33.615752143463986,0.1108787871598906,0.0132242862114253,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCiw,SCm,258,-0.034,False,0.5551087530043979,17.104229095241653,0.1544319550730506,0.096958176341559,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCiw,SCm,264,0.02,False,0.6544981546778659,0.416012546209783,,,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCiw,SCm,266,-0.1191999999999999,False,0.897791820644829,23.767885256573265,0.6293408977585386,0.2274110152084176,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCiw,SCm,267,-0.0272000000000001,False,0.9999164698930852,6.564499049062974,0.3209064200909779,0.3002830358318533,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCig,SCm,306,0.0112,False,0.4366838314772087,4.357321373338847,0.4660563137499593,0.0202311228667895,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCig,SCm,311,0.0272000000000001,False,0.5667687899387641,27.77815673697188,0.8137612514133252,0.0459583236597609,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCig,SCm,312,-0.0167999999999999,False,0.7574283040309574,1.6062706645322176,0.2353077295101684,0.0302389684952686,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCig,SCm,324,-0.0224000000000001,False,0.4003076704353332,2.900904690505852,0.1362802233625188,0.1359342573196045,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCop,SCs,336,-0.0423999999999999,True,0.0438294425072023,1.4649904181043434,0.9404327282759368,0.7908458610090747,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCop,SCs,340,2.220446049250313e-16,False,0.6656235832298829,0.7403234021260117,0.8043498146826096,0.7861458745855998,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCsg,SCs,358,-0.1343999999999999,False,0.6969065395986342,4.251081610193876,0.0149427171186289,0.0110814467734599,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCsg,SCs,359,-0.1051999999999999,False,0.6810188970332177,2.433449732667978,0.3941312624110651,0.3937712514484701,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,INC,PAG,395,-0.0587999999999999,False,0.1232764287567266,1.310663183220069,0.7573665901950335,0.0807539792185707,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,INC,PAG,398,0.0,False,1.0,0.9733053388474404,,,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,SCiw,SCm,425,0.0383999999999999,False,0.2734894743824531,1.1380701644968347,0.2740765554012796,0.1806682553547034,
ZFM-03331,2022-03-11,d0387aa6-b648-466a-b5a6-bb647c8acc41,probe00,1b1c4658-050c-447f-a08b-28f668bec84f,MRN,MRN,449,-0.04,False,0.8242276767040897,0.4137759196172573,,,
ZFM-03324,2022-04-13,c5eff7e4-71ad-4983-96ac-a7e5affaadbb,probe00,2040786c-773d-46e4-88dc-eb61beab2ef9,TTd,TTd,14,0.2496,False,0.246884503063823,1.962846415950443,0.7353606033830147,0.1828131826132448,
ZFM-03324,2022-04-13,c5eff7e4-71ad-4983-96ac-a7e5affaadbb,probe00,2040786c-773d-46e4-88dc-eb61beab2ef9,TTd,TTd,24,0.1452,False,0.4949558918186869,11.772906369269435,0.3257517476772591,0.0822937548132358,
ZFM-03324,2022-04-13,c5eff7e4-71ad-4983-96ac-a7e5affaadbb,probe00,2040786c-773d-46e4-88dc-eb61beab2ef9,DP,DP,51,0.1140000000000001,True,0.0222715888832381,3.0887642693962976,0.6342827388971273,0.6284052696632898,
ZFM-03324,2022-04-13,c5eff7e4-71ad-4983-96ac-a7e5affaadbb,probe00,2040786c-773d-46e4-88dc-eb61beab2ef9,DP,DP,57,-0.1772,False,0.2753327390180642,3.128538541393026,0.3886898780024239,0.186053711547629,
ZFM-03324,2022-04-13,c5eff7e4-71ad-4983-96ac-a7e5affaadbb,probe00,2040786c-773d-46e4-88dc-eb61beab2ef9,DP,DP,62,0.0816000000000001,False,0.7913318672670194,1.5403490791460328,0.8109181183358487,0.7924169683897162,
ZFM-03324,2022-04-13,c5eff7e4-71ad-4983-96ac-a7e5affaadbb,probe00,2040786c-773d-46e4-88dc-eb61beab2ef9,DP,DP,88,0.0352000000000001,False,0.2904208575629845,2.5956189249893065,0.4922893557445604,0.0011270542295278,
ZFM-03324,2022-04-13,c5eff7e4-71ad-4983-96ac-a7e5affaadbb,probe00,2040786c-773d-46e4-88dc-eb61beab2ef9,ORBm2/3,ORBm,95,0.0095999999999998,False,0.5128880167579786,1.7328231785987331,0.3169517920478029,0.0803356251917648,
ZFM-03324,2022-04-13,c5eff7e4-71ad-4983-96ac-a7e5affaadbb,probe00,2040786c-773d-46e4-88dc-eb61beab2ef9,ORBm2/3,ORBm,104,0.0127999999999999,False,0.1040020626920597,1.778716569364189,0.5960996912913288,0.4322310071343054,
ZFM-03324,2022-04-13,c5eff7e4-71ad-4983-96ac-a7e5affaadbb,probe00,2040786c-773d-46e4-88dc-eb61beab2ef9,ORBm2/3,ORBm,107,0.0527999999999999,False,0.141168361635115,5.380652390046949,0.6001996706186219,0.4603186411613933,
