coef_choice,coef_stim,coef_interaction,p_choice,p_stim,p_interaction,eid,pid,probe,subject,date,neuron_id,acronym
-0.15318302436828135,-0.26732264305356923,-0.3151681374098504,3.9867157056597605e-22,1.7063370540115542e-25,8.694677468500058e-35,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,5,MB
-0.06003645820855265,-1.0284237163716115,0.30162109942959053,0.4375991024227033,1.1157071769972421e-11,0.04641309046579731,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,50,MB
-0.0019871053979020267,0.0696410343989422,-0.2916715555484897,0.9486830651350735,0.11839282351265042,6.14665636850363e-11,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,120,PAG
-0.16869358039996968,-0.14762474928651814,0.02135479435070707,3.1573382469766054e-41,2.8785309176307956e-15,0.2533658410643481,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,126,PAG
0.16884880420843137,-0.4379288333477909,-0.3446038612013069,0.014189788919210331,0.00012061880845614822,0.0024821931063698263,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,138,PAG
-0.015849352408514678,0.10976597091060597,-0.18169835991801142,0.5217280207914123,0.001696914938390474,2.040711404329033e-07,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,143,PAG
-0.17284063689247492,-0.00027581620576293264,0.15753143087642207,1.658957597551981e-31,0.9895187964290886,6.240582275575311e-14,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,146,PAG
0.7265204650661736,0.06644326477581972,0.21565566296247213,4.765980267982541e-37,0.41705018957097384,0.008437171683123659,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,166,PAG
-0.3421869260808902,-0.17651506122746138,0.43529840743096887,1.9928085285001e-23,0.00039497956203291717,2.3662479045758283e-18,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,224,PAG
0.12750454167329034,0.44133946164748006,0.03837105038624883,0.001961930124636667,1.0582037812988863e-16,0.4706311143014894,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,231,PAG
-0.2926910843006245,-0.22007332467507765,-0.10686417569902831,3.2359913308670765e-63,4.2551814958796853e-16,7.870131253882578e-05,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,258,PAG
0.07947900159766237,0.012446124134246811,0.02356075305898328,4.536146145700987e-30,0.21034674598166314,0.017729488109334494,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,259,PAG
0.3404116147644074,0.5046559991600221,-0.31585777732036435,0.0009244234488112271,0.00011846091816184453,0.01598659623084987,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,293,PAG
-0.02011534336367917,-0.07492987819885029,0.051014326802291066,0.19264784769825138,0.0008623789874798017,0.02329951107286633,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,306,PAG
0.07836684449802622,0.11605202352849987,-0.21061621299608502,0.12720364755577146,0.10843228966583429,0.0035759583730055763,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,359,PAG
-0.09014427611118907,-0.4989025140536347,-0.1533786823801637,0.05037397765661889,1.3326100163812077e-10,0.04829530555294591,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,394,PAG
0.25325344005348993,0.6333884921800721,-0.172460610896105,1.499906179435091e-05,3.738923224652411e-18,0.01802167435414984,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,395,PAG
0.04490194743065146,-0.45812956002926336,0.01378064748705321,0.3931719046648924,8.803473068155002e-08,0.8721530166007839,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,410,PAG
0.37796752492638086,0.14499568037974586,-0.31627249463801066,2.0829112614856247e-09,0.09426355481482081,0.00026229605908826724,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,431,PAG
-0.006332069716994397,0.02436285256700306,-0.022681172810878364,0.5921757151187523,0.14812696187988095,0.17818817903944228,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,455,PAG
0.08262877435189236,0.00571309283859095,-0.15073404681513924,2.5889238711874827e-16,0.694028659158368,3.080633619327561e-25,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,462,PAG
0.0058239004133033324,0.0025829477631517384,-0.009411218146406011,0.5020722761425471,0.8352707835400401,0.4486468638319141,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,485,PAG
0.05714750885281451,0.0028516120303810344,-0.01456322510303075,4.346904730999231e-07,0.8600759370378763,0.3679862539897689,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,489,PAG
-0.6598455267806778,-0.16616267209879013,0.015309004399861477,3.040544837284369e-66,0.004068086662454779,0.7912546778545447,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,612,PAG
-0.13961277988496618,-0.1114987243958016,-0.01343102172276664,4.3289795935666193e-19,1.4545938839957903e-06,0.5617150228617904,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,854,SCig
-0.044340472516364,-0.0012075759208331621,0.04944988948352705,0.012240887383143391,0.9619245352924766,0.0505967780224096,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,901,SCig
-0.18949876108471192,-0.011002938906808864,0.1877270121153101,9.553637496036278e-06,0.8562862814188836,0.002002207465146251,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,939,SCop
-0.06097896555712507,-0.1405184654143709,0.0555697346462094,0.14986113100677179,0.025170226287466183,0.37596637900397045,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,1132,RSPv1
-0.03820140385782801,0.1151347667336748,-0.2519744393495167,0.46592683657392975,0.12298912973915972,0.000736938208992415,dfa58635-10b6-48d2-b77b-c4022ad0899a,227781ff-b3d4-4380-bfed-00942195ca62,probe00,ZFM-05170,2022-12-08,1133,RSPv1
